Project Name,Summary,Dependencies,Precision@5,Recall@5,Ground Truth
openpreserve/plato,Plato: The Preservation Planning Tool. JBoss AS 7.1.0. For more information please visit https://www.jboss.com/Plato/index.php?ref=mysql,"['javax.xml:jaxrpc-api', 'org.hibernate:hibernate-entitymanager', 'org.richfaces.core:richfaces-core-impl', 'org.hamcrest:hamcrest-core', 'commons-configuration:commons-configuration', 'org.jboss.spec:jboss-javaee-web-6.0', 'net.sf.supercsv:super-csv', 'net.sf.flexjson:flexjson', 'commons-cli:commons-cli', 'eu.scape-project.pw:kbrowser', 'commons-beanutils:commons-beanutils', 'com.github.spullara.mustache.java:compiler', 'net.sf.taverna.t2:baclava', 'org.apache.tomcat:catalina', 'junit:junit', 'eu.scape-project.pw:planning-core', 'org.picketlink:picketlink-core', 'net.tanesha.recaptcha4j:recaptcha4j', 'com.sun.jersey:jersey-core', 'org.hibernate:hibernate-jpamodelgen', 'eu.scape-project.pw:plato', 'xml-apis:xml-apis', 'org.jboss.arquillian.junit:arquillian-junit-container', 'eu.scape-project.pw:plato-model', 'org.richfaces.ui:richfaces-components-ui', 'log4j:log4j', 'org.bouncycastle:bcpkix-jdk15on', 'eu.scape-project.pw:minimee']",0.2,0.04,"['xmlunit:xmlunit', 'org.apache.jena:jena-arq', 'org.jboss.spec:jboss-javaee-6.0', 'org.slf4j:slf4j-api', 'commons-codec:commons-codec', 'org.jboss.resteasy:resteasy-jaxrs', 'org.apache.commons:commons-math', 'org.apache.commons:commons-digester3', 'mysql:mysql-connector-java', 'jaxen:jaxen', 'de.bripkens:gravatar4java', 'org.jboss.weld:weld-spi', 'commons-io:commons-io', 'com.jcraft:jzlib', 'com.sun.jersey:jersey-client', 'org.hibernate:hibernate-annotations', 'uk.org.taverna:t2-server-client', 'org.codehaus.jackson:jackson-jaxrs', 'javax.xml:jaxrpc', 'org.hibernate:hibernate-validator', 'flanagan:flanagan', 'dom4j:dom4j', 'org.bouncycastle:bcprov-jdk15on', 'org.slf4j:slf4j-log4j12', 'net.schmizz:sshj', 'org.mockito:mockito-core', 'eu.scape-project:scout-model', 'xerces:xercesImpl']"
cstamas/plexus-components,Plexus Components\n=================\n\nHave fun  \n~t~'Have fun with the Plexus Components! 🔥A Plexus component library for thePlexus engine,"['org.eclipse.jdt:core', 'org.apache.maven:maven-artifact-manager', 'xmlunit:xmlunit', 'org.codehaus.plexus:plexus-compiler-test', 'org.codehaus.plexus:plexus-container-default', 'org.apache.maven:maven-settings', 'org.codehaus.plexus:plexus-utils', 'jline:jline', 'org.codehaus.swizzle:swizzle-jirareport', 'org.apache.maven:maven-artifact-test', 'org.codehaus.plexus:org.codehaus.plexus', 'org.codehaus.plexus:plexus-velocity']",0.5,0.1111111111111111,"['commons-cli:commons-cli', 'jdom:jdom', 'commons-collections:commons-collections', 'junit:junit', 'org.codehaus.plexus:plexus-io', 'commons-lang:commons-lang', 'org.codehaus.plexus:plexus-interactivity-api', 'aspectj:aspectjrt', 'org.codehaus.plexus:plexus-compiler-api', 'aspectj:aspectjtools', 'velocity:velocity', 'org.apache.maven:maven-artifact']"
apache/wicket,"Apache Wicket is an open source, java, component based, web application\nframework. With proper mark-up/logic separation, a POJO data model, and a\nrefreshing lack of XML, Apache Wicket makes developing web-apps simple and\nenjoyable again.","['org.glassfish:javax.el', 'org.apache.wicket:wicket-request', 'com.google.code.findbugs:jsr305', 'org.apache.commons:commons-collections4', 'org.apache.wicket.experimental.wicket8:wicket-http2-tomcat', 'com.google.guava:guava', 'com.github.openjson:openjson', 'org.hamcrest:java-hamcrest', 'org.apache.wicket:wicket-bean-validation', 'org.springframework:spring-core', 'org.apache.wicket:wicket-cdi-1.1', 'org.apache.wicket:wicket-extensions', 'junit:junit', 'org.aspectj:aspectjrt', 'org.slf4j:slf4j-simple', 'org.jboss.spec:jboss-javaee-7.0', 'org.apache.wicket:wicket-auth-roles', 'org.apache.wicket:wicket-cdi', 'org.apache.wicket:wicket-spring', 'org.apache.wicket:wicket-guice', 'org.apache.wicket:wicket-native-websocket-core', 'org.apache.velocity:velocity', 'javax.servlet.jsp:javax.servlet.jsp-api', 'javax.inject:javax.inject', 'io.dropwizard.metrics:metrics-core', 'org.hamcrest:hamcrest-junit', 'org.apache.wicket:wicket-native-websocket-javax', 'javax.validation:validation-api', 'org.apache.wicket.experimental.wicket8:wicket-http2-core', 'org.apache.commons:commons-lang3', 'org.jboss.arquillian.junit:arquillian-junit-container', 'javax.websocket:javax.websocket-api', 'org.apache.wicket:wicket', 'org.wildfly:wildfly-embedded', 'javax.enterprise:cdi-api', 'org.springframework:spring-web', 'org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-spi', 'org.apache.wicket:wicket-devutils', 'javax.servlet:javax.servlet-api', 'log4j:log4j']",1.0,0.037037037037037035,"['org.jboss.arquillian:arquillian-bom', 'cglib:cglib', 'org.slf4j:slf4j-api', 'javax.el:javax.el-api', 'org.eclipse.jetty:jetty-jmx', 'org.danekja:jdk-serializable-functional', 'org.slf4j:slf4j-ext', 'org.httpunit:httpunit', 'org.apache.wicket.experimental.wicket8:wicket-metrics', 'org.apache.wicket:wicket-datetime', 'org.apache.wicket.experimental.wicket8:wicket-http2-undertow', 'org.objenesis:objenesis', 'commons-httpclient:commons-httpclient', 'org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-impl-maven', 'org.apache.wicket:wicket-ioc', 'org.apache.wicket:wicket-core', 'org.apache.wicket:wicket-eclipse-settings', 'com.google.inject:guice', 'org.slf4j:jcl-over-slf4j', 'org.eclipse.jetty.aggregate:jetty-all-server', 'org.glassfish.web:el-impl', 'org.ow2.asm:asm-util', 'org.jboss.weld.servlet:weld-servlet', 'org.apache.wicket:wicket-native-websocket-tomcat', 'commons-io:commons-io', 'httpunit:httpunit', 'org.wildfly:wildfly-arquillian-container-embedded', 'org.eclipse.jetty:jetty-server', 'org.apache.wicket:wicket-jmx', 'org.jboss.seam.conversation:seam-conversation-spi', 'org.apache.wicket:wicket-util', 'org.hibernate:hibernate-validator', 'com.fasterxml.jackson.core:jackson-databind', 'org.slf4j:slf4j-log4j12', 'org.apache.wicket.experimental.wicket8:wicket-http2-jetty', 'org.mockito:mockito-core', 'commons-fileupload:commons-fileupload', 'org.apache.wicket:wicket-velocity', 'org.eclipse.jetty:jetty-webapp', 'org.eclipse.jetty.websocket:javax-websocket-server-impl', 'org.jglue.cdi-unit:cdi-unit']"
TIBCOSoftware/jasperreports,JasperReports Library - Free Java Reporting Library (Javadoc) - The world's most popular open source reporting engine. JasperReports Ultimate Guide is the most popular Java library.,"['org.jfree:jfreechart', 'org.apache.lucene:lucene-core', 'org.apache.lucene:lucene-queryparser', 'org.jfree:jcommon', 'net.sf.jasperreports:jasperreports', 'org.apache-extras.beanshell:bsh', 'net.sf.barcode4j:barcode4j', 'org.xhtmlrenderer:core-renderer', 'org.apache.poi:poi-ooxml', 'net.sf.jasperreports:jasperreports-metadata', 'com.google.zxing:core', 'com.ibm.icu:icu4j', 'javax.xml.soap:saaj-api', 'org.apache.ant:ant', 'net.sourceforge.barbecue:barbecue', 'commons-logging:commons-logging', 'commons-beanutils:commons-beanutils', 'joda-time:joda-time', 'org.springframework:spring-core', 'org.apache.commons:commons-javaflow', 'com.fasterxml.jackson.core:jackson-annotations', 'mondrian:mondrian', 'org.apache.poi:poi', 'commons-collections:commons-collections', 'jtidy:jtidy', 'org.json:json']",0.4,0.08333333333333333,"['jaxen:jaxen', 'org.apache.lucene:lucene-analyzers-common', 'xalan:xalan', 'org.apache.logging.log4j:log4j-core', 'org.testng:testng', 'org.codehaus.groovy:groovy-all', 'org.hibernate:hibernate-core', 'com.lowagie:itext', 'org.apache.velocity:velocity', 'org.mozilla:rhino', 'org.apache.xmlgraphics:batik-bridge', 'org.apache.commons:commons-pool2', 'antlr:antlr', 'org.apache.httpcomponents:httpclient', 'org.apache.xmlgraphics:batik-svggen', 'org.apache.logging.log4j:log4j-jcl', 'com.adobe.xmp:xmpcore', 'org.springframework:spring-beans', 'javax.persistence:persistence-api', 'com.fasterxml.jackson.core:jackson-databind', 'org.olap4j:olap4j', 'com.fasterxml.jackson.core:jackson-core', 'net.sf.jasperreports:jasperreports-fonts', 'org.eclipse.jdt.core.compiler:ecj', 'javax.servlet:servlet-api', 'org.codehaus.castor:castor-xml', 'commons-digester:commons-digester']"
bluebreezecf/SparkJobServerClient,"Spark Job Server Client is a Java Client of the Spark Job Server implementing the arranged Rest APIs. It aims to make the java applications use the spark more easily. Besides, it is the main jar of spark-job-server-client that has been published to https://repo1.maven.org/maven2/","['commons-io:commons-io', 'org.apache.httpcomponents:httpclient', 'net.sf.ezmorph:ezmorph', 'commons-logging:commons-logging', 'commons-beanutils:commons-beanutils', 'commons-lang:commons-lang']",0.2,0.14285714285714285,"['commons-codec:commons-codec', 'log4j:log4j', 'net.sf.json-lib:json-lib', 'commons-collections:commons-collections', 'org.hamcrest:hamcrest-all', 'org.apache.httpcomponents:httpcore', 'junit:junit']"
timmolter/XChange,"Java library providing a simple and consistent API for interacting with 60+ Bitcoin and other crypto currency exchanges, providing a consistent interface for trading and accessing market data. For more details about building with Maven see https://github.com/knowm/XChange/issues.","['org.powermock:powermock-module-junit4', 'commons-io:commons-io', '${project.groupId}:xchange-core', 'org.powermock:powermock-api-mockito']",0.3333333333333333,0.3333333333333333,"['org.quickfixj:quickfixj-core', 'org.apache.commons:commons-lang3', 'org.knowm.xchange:xchange-core', 'org.quickfixj:quickfixj-messages-fix44']"
reficio/soap-ws,🔥 A lightweight and easy-to-use Java library to handle SOAP on a purely XML level.，）＞�,"['org.reficio:soap-common', 'commons-io:commons-io', 'xmlunit:xmlunit', 'org.jboss.weld:weld-core', 'net.sf.saxon:saxon', 'org.apache.ws.commons.schema:XmlSchema', 'org.slf4j:slf4j-simple', 'org.jboss.spec:jboss-javaee-6.0', 'org.apache.xmlgraphics:batik-ext', 'org.slf4j:slf4j-api', 'org.codehaus.groovy:groovy-all', 'org.reficio:soap-client', 'org.jboss.arquillian.container:arquillian-weld-ee-embedded-1.1', 'org.apache.xmlbeans:xmlbeans-xmlpublic', 'org.codehaus.gmaven.runtime:gmaven-runtime-2.0', 'net.sf.saxon:saxon-dom', 'commons-codec:commons-codec', 'org.reficio:soap-legacy', 'org.reficio:soap-builder', 'org.springframework:spring-test', 'javax.xml:jsr173', 'xmlbeans:xbean_xpath']",0.5,0.05,"['wsrf:wsrf-xbeans', 'wsdl4j:wsdl4j', 'org.reficio:soap-test', 'xml-apis:xml-apis', 'org.springframework.ws:spring-ws-core', 'org.apache.httpcomponents:httpclient', 'org.spockframework:spock-core', 'org.littleshoot:littleproxy', 'commons-logging:commons-logging', 'org.apache.commons:commons-lang3', 'org.jboss.arquillian.junit:arquillian-junit-container', 'org.reficio:soap-server', 'xmlbeans:xbean', 'org.slf4j:slf4j-log4j12', 'org.mortbay.jetty:jetty-java5-threadpool', 'log4j:log4j', 'org.jboss.arquillian:arquillian-bom', 'org.mortbay.jetty:jetty-embedded', 'xerces:xercesImpl', 'javax.servlet:servlet-api', 'junit:junit', 'com.googlecode.guava-osgi:guava-osgi']"
apache/hbase,"Apache HBase is an open-source, distributed, versioned, column-oriented store modeled after Google's Bigtable. HBase provides Bigtable-like capabilities on top of Apache Hadoop.","['org.glassfish:javax.el', 'org.apache.htrace:htrace-core', 'org.apache.hbase:hbase-metrics', 'com.google.protobuf:protobuf-java', 'org.apache.hbase:hbase-annotations', 'org.apache.hadoop:hadoop-hdfs', 'commons-cli:commons-cli', 'com.github.stephenc.findbugs:findbugs-annotations', 'org.apache.hbase:hbase-external-blockcache', 'org.apache.spark:spark-streaming_${scala.binary.version}', 'org.glassfish.web:javax.servlet.jsp', 'javax.ws.rs:javax.ws.rs-api', 'org.scalatest:scalatest_${scala.binary.version}', 'org.scalamock:scalamock-scalatest-support_${scala.binary.version}', 'org.apache.httpcomponents:httpcore', 'org.jruby:jruby-complete', 'org.apache.thrift:libthrift', 'io.dropwizard.metrics:metrics-core', 'org.apache.hbase:hbase-server', 'org.apache.commons:commons-lang3', 'org.apache.yetus:audience-annotations', 'log4j:log4j', 'org.eclipse.jetty:jetty-http', 'com.google.errorprone:error_prone_annotation', 'org.apache.hbase.thirdparty:hbase-shaded-miscellaneous', 'io.netty:netty', 'commons-codec:commons-codec', 'com.google.auto.service:auto-service', 'org.apache.hadoop:hadoop-mapreduce-client-core', 'commons-logging:commons-logging', 'org.apache.hbase:hbase-it', 'org.scala-lang:scala-library', 'org.apache.hbase:hbase-mapreduce', 'org.apache.hbase:hbase-thrift', 'org.eclipse.jetty:jetty-jsp', 'commons-io:commons-io', 'org.apache.zookeeper:zookeeper', 'org.eclipse.jetty:jetty-server', 'org.eclipse.jetty:jetty-servlet', 'org.apache.hadoop:hadoop-mapreduce-client-jobclient', 'org.apache.hbase:hbase-hadoop-compat', 'org.apache.hbase.thirdparty:hbase-shaded-protobuf', 'org.slf4j:slf4j-log4j12']",1.0,0.047619047619047616,"['com.google.errorprone:error_prone_check_api', 'org.eclipse.jetty:jetty-util', 'org.apache.hbase:hbase-resource-bundle', 'com.google.code.findbugs:jsr305', 'org.apache.hbase:hbase-shaded-client', 'org.apache.hbase:hbase-common', 'org.apache.commons:commons-collections4', 'org.apache.commons:commons-crypto', 'org.jruby.jcodings:jcodings', 'org.apache.hbase:${compat.module}', 'org.apache.hadoop:hadoop-common', 'junit:junit', 'org.apache.hbase:hbase-spark', 'org.apache.hbase:hbase-testing-util', 'com.fasterxml.jackson.module:jackson-module-scala_${scala.binary.version}', 'net.spy:spymemcached', 'org.apache.httpcomponents:httpclient', 'org.apache.hbase:hbase-protocol', 'org.apache.curator:curator-client', 'javax.servlet:javax.servlet-api', 'org.apache.avro:avro', 'org.apache.commons:commons-math3', 'org.slf4j:slf4j-api', 'org.apache.hbase:hbase-rsgroup', 'org.glassfish.jersey.core:jersey-client', 'org.jruby.joni:joni', 'org.apache.spark:spark-core_${scala.binary.version}', 'org.apache.hbase:hbase-backup', 'org.apache.hbase:hbase-spark-it', 'org.apache.hbase:hbase-hadoop2-compat', 'org.apache.spark:spark-sql_${scala.binary.version}', 'org.apache.hbase:hbase-procedure', 'org.apache.hbase:hbase-prefix-tree', 'org.apache.hbase:hbase-protocol-shaded', 'com.fasterxml.jackson.core:jackson-databind', 'org.apache.hbase:hbase-client', 'org.apache.hbase:hbase-shell', 'org.apache.hbase.thirdparty:hbase-shaded-netty', 'org.apache.curator:curator-framework', 'org.mockito:mockito-core', 'org.apache.hadoop:hadoop-client', 'org.apache.hbase:hbase-metrics-api', 'org.apache.hbase:hbase-rest', 'com.google.errorprone:javac']"
gruter/utogen,"gruter.com - A curated list of resources that I use to get the most out of my research career and my experience as an IT consultant in the industry.  For more information, see my blog https://git.com/git/3J4JfJf","['mysql:mysql-connector-java', 'org.springframework:spring-aop', 'commons-io:commons-io', 'org.slf4j:slf4j-api', 'org.springframework.security:spring-security-core', 'org.jgraph:jgraph', 'org.mockito:mockito-all', 'net.htmlparser.jericho:jericho-html', 'org.aspectj:aspectjweaver', 'org.springframework:spring-aspects', 'javax.servlet.jsp:jsp-api', 'org.swinglabs:swing-layout', 'javax.mail:mail', 'org.springframework:spring-test', 'org.springframework:spring-webmvc', 'org.eclipse.jetty:jetty-server', 'org.vedantatree.expressionoasis:Utilities', 'org.springframework.security:spring-security-config', 'commons-httpclient:commons-httpclient', 'org.eclipse.jetty:jetty-servlet', 'javax.validation:validation-api']",0.2,0.05555555555555555,"['org.hibernate:hibernate-validator', 'javax.annotation:jsr250-api', 'freemarker:freemarker', 'org.springframework.security:spring-security-web', 'taglibs:standard', 'org.springframework:spring-orm', 'org.codehaus.jackson:jackson-mapper-asl', 'joda-time:joda-time', 'commons-net:commons-net', 'org.slf4j:slf4j-log4j12', 'org.slf4j:jcl-over-slf4j', 'org.databene.benerator:benerator', 'log4j:log4j', 'javax.servlet:servlet-api', 'javax.servlet:jstl', 'org.eclipse.jetty:jetty-webapp', 'org.eclipse.jetty:jetty-util', 'junit:junit', 'org.vedantatree.expressionoasis:expressionoasis', 'org.aspectj:aspectjrt', 'cglib:cglib']"
DanielMichalski/spring-web-rss-channels,This repository aims to present how to create a Spring MVC + JPA/Hibernate Web application.    Spring Web RSS Channels are available at https://github.com/DanielMichalski/spring-web-rss-channels/workflows/Java+CI+with-Maven/,"['org.apache.tiles:tiles-core', 'org.apache.tiles:tiles-jsp', 'org.hibernate:hibernate-entitymanager', 'org.apache.geronimo.specs:geronimo-activation_1.1_spec', 'commons-dbcp:commons-dbcp', 'org.slf4j:slf4j-api', 'pl.dmichalski:rss-core', 'org.springframework.data:spring-data-jpa', 'org.springframework:spring-test', 'org.springframework:spring-webmvc', 'org.kubek2k:springockito-annotations', 'com.jayway.jsonpath:json-path', 'com.google.guava:guava', 'javax.servlet.jsp:javax.servlet.jsp-api']",0.3333333333333333,0.08333333333333333,"['org.springframework.security:spring-security-config', 'org.hibernate:hibernate-validator', 'jstl:jstl', 'org.springframework.security:spring-security-taglibs', 'org.springframework.security:spring-security-web', 'org.apache.geronimo.javamail:geronimo-javamail_1.4_mail', 'postgresql:postgresql', 'org.slf4j:slf4j-log4j12', 'javax.servlet:javax.servlet-api', 'log4j:log4j', 'org.hamcrest:hamcrest-all', 'junit:junit', 'org.springframework:spring-framework-bom', 'org.hsqldb:hsqldb']"
patloew/RxWear,"The Reactive Wearable API Library for Android (RxJava) is a Reactive RxJava API Library that wraps the Wearable APIs in Observables and Singles. No more managing GoogleApiClients! Also, there are some helper classes, which ease communication between phone and wear app.","['org.powermock:powermock-module-junit4', 'com.google.android.gms:play-services-wearable', 'com.android.support:appcompat-v7', 'com.android.support:design', 'com.jakewharton.rxbinding:rxbinding', 'com.google.android.support:wearable']",0.3333333333333333,0.2,"['org.mockito:mockito-core', 'org.powermock:powermock-api-mockito', 'junit:junit', 'io.reactivex:rxjava', 'com.android.support:gridlayout-v7', 'io.reactivex:rxandroid']"
awslabs/kinesis-aggregation,"Kinesis Producer Library (KPL) gives you the ability to write data to Amazon Kinesis with a highly efficient, asyncronous delivery model that can improve performance. The KPL is extremely powerful, but is currently only available as a Java API wrapper around a C++ executable which may not be suitable for all deployment environments.","['com.amazonaws:amazon-kinesis-producer', '${project.groupId}:KinesisDeaggregator', 'com.amazonaws.services.kinesis:KinesisDeaggregator', '${project.groupId}:KinesisTestConsumers', 'com.amazonaws:aws-java-sdk-kinesis', 'com.amazonaws:aws-lambda-java-core', 'commons-codec:commons-codec']",1.0,0.25,"['com.amazonaws:amazon-kinesis-client', '${project.groupId}:KinesisAggregator', 'com.amazonaws.services.kinesis:KinesisAggregator', 'com.amazonaws:aws-java-sdk-sts', '${project.groupId}:KinesisTestProducers', 'com.amazonaws:aws-lambda-java-events', '${project.groupId}:KinesisLambdaForwarder', 'junit:junit']"
P7h/storm-camel-example,Real-time analysis and Viz with Apache Storm-Camel-Highcharts and also a similar project for UK Twitter Sentiment using D3.js Choropleth Map and Highcharts,"['com.github.ptgoetz:storm-jms', 'org.apache.camel:camel-websocket', 'org.springframework:spring-context', 'org.apache.camel:camel-core', 'org.apache.activemq:activemq-web-console', 'org.apache.storm:storm-core', 'org.p7h:processor', 'org.springframework:spring-beans']",0.2,0.125,"['org.apache.activemq:activemq-camel', 'org.springframework:spring-core', 'org.slf4j:slf4j-log4j12', 'org.p7h:feeder', 'org.springframework:spring-jms', 'log4j:log4j', 'org.apache.xbean:xbean-spring', 'javax.servlet:servlet-api', 'org.apache.camel:camel-spring']"
eclipse/jetty.project,"Eclipse Jetty is a lightweight, highly scalable, Java-based web server and Servlet engine. It supports HTTP/2, HTTP/3, WebSocket, etc. and provides maximum performance while retaining the ease of use and compatibility with years of Servlet development.","['org.eclipse.jetty:jetty-alpn-server', 'org.eclipse.jetty:jetty-quickstart', 'org.eclipse.jetty:jetty-xml', 'org.eclipse.jetty:jetty-plus', 'org.eclipse.jetty.cdi:cdi-servlet', 'org.eclipse.jetty.example-async-rest:example-async-rest-jar', 'javax.transaction:javax.transaction-api', 'javax.annotation:javax.annotation-api', 'org.eclipse.jetty.websocket:websocket-common', 'org.eclipse.jetty:jetty-deploy', 'org.eclipse.jetty.http2:http2-client', 'org.eclipse.jetty.websocket:websocket-servlet', 'org.eclipse.jetty.example-async-rest:example-async-rest-webapp', 'org.eclipse.jetty:jetty-proxy', 'junit:junit', 'org.eclipse.jetty.http2:http2-server', 'org.apache.taglibs:taglibs-standard-spec', 'com.hazelcast:hazelcast-client', 'org.eclipse.jetty:jetty-annotations', 'org.eclipse.jetty:jetty-documentation', 'com.hazelcast:hazelcast', 'org.mortbay.jasper:apache-jsp', 'org.eclipse.jetty:jetty-rewrite', 'javax.websocket:javax.websocket-api', 'org.eclipse.jetty:jetty-jaspi', 'org.eclipse.jetty.http2:http2-common', 'javax.enterprise:cdi-api', 'com.sun.net.httpserver:http', 'org.eclipse.jetty:jetty-servlets', 'javax.servlet:javax.servlet-api', 'org.eclipse.jetty:jetty-http']",0.25,0.07142857142857142,"['org.eclipse.jetty.orbit:javax.mail.glassfish', 'org.eclipse.jetty:jetty-alpn-client', 'org.eclipse.jetty.http2:http2-hpack', 'org.jboss.weld.servlet:weld-servlet-core', 'org.eclipse.jetty.fcgi:fcgi-client', 'org.slf4j:slf4j-api', 'org.eclipse.jetty.alpn:alpn-api', 'org.eclipse.jetty:jetty-jmx', 'org.eclipse.jetty:jetty-io', 'org.eclipse.jetty.cdi:cdi-core', 'ant:ant', 'org.eclipse.jetty:jetty-home', 'org.eclipse.jetty:jetty-security', 'org.eclipse.jetty.websocket:websocket-server', 'org.eclipse.jetty:jetty-jndi', 'org.jboss.weld.servlet:weld-servlet', 'org.eclipse.jetty:jetty-client', 'ant:ant-launcher', 'org.jboss.weld:weld-core', 'org.jboss.weld.se:weld-se-core', 'org.eclipse.jetty:test-jetty-webapp', 'org.apache.taglibs:taglibs-standard-impl', 'org.eclipse.jetty:jetty-server', 'org.eclipse.jetty:jetty-util-ajax', 'org.eclipse.jetty:jetty-servlet', 'org.eclipse.jetty.websocket:websocket-client', 'org.eclipse.jetty:apache-jsp', 'org.eclipse.jetty:test-proxy-webapp', 'org.eclipse.jetty.websocket:javax-websocket-server-impl', 'org.eclipse.jetty:jetty-util', 'org.eclipse.jetty:jetty-webapp', 'org.eclipse.jetty.toolchain:jetty-test-helper']"
